Eg,Eic,eff
2.62,0.98,55.35329759
2.62,0.99,55.97135221
2.62,1,56.58143014
2.62,1.01,57.17207838
2.62,1.02,57.73703015
2.62,1.03,58.20563295
2.62,1.04,58.3118724
2.62,1.05,57.32332017
2.62,1.06,55.90869726
2.62,1.07,54.41028714
2.62,1.08,52.86531277
2.62,1.09,51.29617287
2.62,1.1,49.71226222
2.62,1.11,48.11831432
2.62,1.12,46.51702732
2.62,1.13,44.91008293
2.62,1.14,43.29860237
2.62,1.15,41.68337521
2.62,1.16,40.06498107
2.62,1.17,38.44386252
2.62,1.18,36.8203659
2.62,1.19,35.19476971
2.62,1.2,33.56730286
2.62,1.21,31.93815634
2.62,1.22,30.3074934
2.62,1.23,28.67546196
2.62,1.24,27.04220878
2.62,1.25,25.40790863
2.62,1.26,23.7730445
2.62,1.27,22.14271412
2.62,1.28,20.51264981
2.62,1.29,18.88420737
2.62,1.3,17.26028384
2.62,1.31,15.64703856
2.62,1.32,17.26111386
2.62,1.33,18.88720157
2.62,1.34,20.51883142
2.62,1.35,22.15290208
2.62,1.36,23.79062033
2.62,1.37,25.43200379
2.62,1.38,27.07323303
2.62,1.39,28.71398634
2.62,1.4,30.35405539
2.62,1.41,31.99328123
2.62,1.42,33.63152244
2.62,1.43,35.26863787
2.62,1.44,36.90873671
2.62,1.45,38.54831566
2.62,1.46,40.18592489
2.62,1.47,41.82122969
2.62,1.48,43.45379044
2.62,1.49,45.08300332
2.62,1.5,46.70799518
2.62,1.51,48.3274242
2.62,1.52,49.93906584
2.62,1.53,51.53884132
2.62,1.54,53.11811167
2.62,1.55,54.66677239
2.62,1.56,56.14732292
2.62,1.57,57.39779875
2.62,1.58,57.8460965
2.62,1.59,57.53623407
2.62,1.6,57.05276101
2.62,1.61,56.52474741
2.62,1.62,55.96359151
2.62,1.63,55.38550353
2.62,1.64,54.8052472
2.62,1.65,54.22281895
2.62,1.66,53.63693608
2.62,1.67,53.0497906
2.62,1.68,52.46288252
2.62,1.69,51.87727728
2.62,1.7,51.29375235
2.62,1.71,50.71289073
2.62,1.72,50.13513582
2.62,1.73,49.56083147
2.62,1.74,48.99024841
2.62,1.75,48.42360076
2.62,1.76,47.8610586
2.62,1.77,47.30276061
2.62,1.78,46.7488164
2.62,1.79,46.19931601
2.62,1.8,45.65433147
2.62,1.81,45.11392064
2.62,1.82,44.57812857
2.62,1.83,44.046992
2.62,1.84,43.52053731
2.62,1.85,42.99878635
2.62,1.86,42.48175188
2.62,1.87,41.96944223
2.62,1.88,41.46186205
2.62,1.89,40.95900955
2.62,1.9,40.46087973
2.62,1.91,39.96746555
2.62,1.92,39.47875335
2.62,1.93,38.9947274
2.62,1.94,38.51536704
2.62,1.95,38.04064898
2.62,1.96,37.57054281
2.62,1.97,37.10501174
2.62,1.98,36.64401264
2.62,1.99,36.18749249
2.62,2,35.73538403
2.62,2.01,35.2876125
2.62,2.02,34.84409204
2.62,2.03,34.40474803
2.62,2.04,33.96953032
2.62,2.05,33.53851765
2.62,2.06,33.11734032
2.62,2.07,32.70033315
2.62,2.08,32.28750236
2.62,2.09,31.87884751
2.62,2.1,31.47436611
2.62,2.11,31.07405144
2.62,2.12,30.67789383
2.62,2.13,30.28588067
2.62,2.14,29.89799778
2.62,2.15,29.51422819
2.62,2.16,29.13455219
2.62,2.17,28.75895146
2.62,2.18,28.38740523
2.62,2.19,28.01988902
2.62,2.2,27.65638225
2.62,2.21,27.29685787
2.62,2.22,26.94129168
2.62,2.23,26.58965953
2.62,2.24,26.24193298
2.62,2.25,25.89808717
2.62,2.26,25.55809263
2.62,2.27,25.22192401
2.62,2.28,24.88955002
2.62,2.29,24.56094537
2.62,2.3,24.23607955
2.62,2.31,23.91492275
2.62,2.32,23.5974485
2.62,2.33,23.2836251
2.62,2.34,22.97342411
2.62,2.35,22.66681649
2.62,2.36,22.36376955
2.62,2.37,22.06425728
2.62,2.38,21.76824719
2.62,2.39,21.47571161
2.62,2.4,21.18661815
2.62,2.41,20.90093913
2.62,2.42,20.61864292
2.62,2.43,20.33970298
2.62,2.44,20.06408532
2.62,2.45,19.79176554
2.62,2.46,19.52271073
2.62,2.47,19.25689475
2.62,2.48,18.9946275
2.62,2.49,18.73593275
2.62,2.5,18.48038273
2.62,2.51,18.22794623
2.62,2.52,17.97860058
2.62,2.53,17.73231845
2.62,2.54,17.48907046
2.62,2.55,17.24882945
2.62,2.56,17.01156659
2.62,2.57,16.77724392
2.62,2.58,16.54581179
2.62,2.59,16.31720777
2.62,2.6,16.0913305
2.62,2.61,15.86802312
2.63,0.01,15.70971025
2.63,0.02,15.93190713
2.63,0.03,16.15689539
2.63,0.04,16.38470933
2.63,0.05,16.61538111
2.63,0.06,16.84894167
2.63,0.07,17.08542136
2.63,0.08,17.32485021
2.63,0.09,17.56725817
2.63,0.1,17.81267525
2.63,0.11,18.06113152
2.63,0.12,18.31265722
2.63,0.13,18.5681075
2.63,0.14,18.8268997
2.63,0.15,19.08886569
2.63,0.16,19.35403641
2.63,0.17,19.62244294
2.63,0.18,19.8941165
2.63,0.19,20.16908846
2.63,0.2,20.44739031
2.63,0.21,20.72905366
2.63,0.22,21.01411024
2.63,0.23,21.30259189
2.63,0.24,21.59453056
2.63,0.25,21.88995828
2.63,0.26,22.1889072
2.63,0.27,22.49140953
2.63,0.28,22.79749757
2.63,0.29,23.10720371
2.63,0.3,23.42056039
2.63,0.31,23.73760012
2.63,0.32,24.05835546
2.63,0.33,24.38285902
2.63,0.34,24.71114345
2.63,0.35,25.04324143
2.63,0.36,25.37918569
2.63,0.37,25.71900894
2.63,0.38,26.06274393
2.63,0.39,26.4104234
2.63,0.4,26.76208007
2.63,0.41,27.11774666
2.63,0.42,27.47778927
2.63,0.43,27.84302038
2.63,0.44,28.21237493
2.63,0.45,28.58588549
2.63,0.46,28.96358457
2.63,0.47,29.34550456
2.63,0.48,29.73167776
2.63,0.49,30.12213631
2.63,0.5,30.51691221
2.63,0.51,30.9160373
2.63,0.52,31.3195432
2.63,0.53,31.72746131
2.63,0.54,32.13982278
2.63,0.55,32.55665848
2.63,0.56,32.97799894
2.63,0.57,33.4038743
2.63,0.58,33.83431429
2.63,0.59,34.26934813
2.63,0.6,34.70900445
2.63,0.61,35.15331121
2.63,0.62,35.60229557
2.63,0.63,36.05598373
2.63,0.64,36.5144007
2.63,0.65,36.97757009
2.63,0.66,37.44551372
2.63,0.67,37.91825118
2.63,0.68,38.39579912
2.63,0.69,38.87817039
2.63,0.7,39.36537265
2.63,0.71,39.85740639
2.63,0.72,40.3542618
2.63,0.73,40.85591383
2.63,0.74,41.36231376
2.63,0.75,41.87447643
2.63,0.76,42.39153105
2.63,0.77,42.91264029
2.63,0.78,43.43712516
2.63,0.79,43.96344585
2.63,0.8,44.48697981
2.63,0.81,44.97877495
2.63,0.82,45.46910788
2.63,0.83,46.02496929
2.63,0.84,46.58600319
2.63,0.85,47.15219729
2.63,0.86,47.72352921
2.63,0.87,48.29996419
2.63,0.88,48.88145275
2.63,0.89,49.46792806
2.63,0.9,50.05930271
2.63,0.91,50.65546386
2.63,0.92,51.25626515
2.63,0.93,51.86151275
2.63,0.94,52.4709424
2.63,0.95,53.08418151
2.63,0.96,53.70068604
2.63,0.97,54.31963016
2.63,0.98,54.93970183
2.63,0.99,55.55869559
2.63,1,56.17262433
2.63,1.01,56.7735548
2.63,1.02,57.35254804
2.63,1.03,57.88699774
2.63,1.04,58.24652722
2.63,1.05,57.80193011
2.63,1.06,56.51006375
2.63,1.07,55.04012588
2.63,1.08,53.51334023
2.63,1.09,51.95361204
2.63,1.1,50.37514113
2.63,1.11,48.78453403
2.63,1.12,47.1853542
2.63,1.13,45.57973309
2.63,1.14,43.96904759
2.63,1.15,42.35424207
2.63,1.16,40.73599637
2.63,1.17,39.11481808
2.63,1.18,37.49110071
2.63,1.19,35.86515556
2.63,1.2,34.23723538
2.63,1.21,32.60754895
2.63,1.22,30.97627224
2.63,1.23,29.34356006
2.63,1.24,27.70955654
2.63,1.25,26.0744184
2.63,1.26,24.43835796
2.63,1.27,22.80672079
2.63,1.28,21.1750645
2.63,1.29,19.54425489
2.63,1.3,17.91629746
2.63,1.31,16.29547335
2.63,1.32,16.29570025
2.63,1.33,17.91810751
2.63,1.34,19.54881994
2.63,1.35,21.18330414
2.63,1.36,22.8193727
2.63,1.37,24.45954356
2.63,1.38,26.10230305
2.63,1.39,27.74473875
2.63,1.4,29.38659552
2.63,1.41,31.02769498
2.63,1.42,32.66788999
2.63,1.43,34.30704123
2.63,1.44,35.94500353
2.63,1.45,37.58536169
2.63,1.46,39.22541801
2.63,1.47,40.86334949
2.63,1.48,42.49877013
2.63,1.49,44.13116093
2.63,1.5,45.75979004
2.63,1.51,47.38356706
2.63,1.52,49.00075455
2.63,1.53,50.60833484
2.63,1.54,52.2004043
2.63,1.55,53.76497203
2.63,1.56,55.2986262
2.63,1.57,56.70125624
2.63,1.58,57.66432252
2.63,1.59,57.62093896
2.63,1.6,57.2009762
2.63,1.61,56.68955545
2.63,1.62,56.14362499
2.63,1.63,55.57380812
2.63,1.64,54.99147581
2.63,1.65,54.41022288
2.63,1.66,53.82656427
2.63,1.67,53.24056978
2.63,1.68,52.65406762
2.63,1.69,52.06833318
2.63,1.7,51.48428546
2.63,1.71,50.90260482
2.63,1.72,50.32380463
2.63,1.73,49.74827995
2.63,1.74,49.17633904
2.63,1.75,48.60822453
2.63,1.76,48.04413076
2.63,1.77,47.48421202
2.63,1.78,46.92859373
2.63,1.79,46.37737641
2.63,1.8,45.83064093
2.63,1.81,45.28845244
2.63,1.82,44.75086319
2.63,1.83,44.21791423
2.63,1.84,43.68963815
2.63,1.85,43.16605771
2.63,1.86,42.64719014
2.63,1.87,42.13304807
2.63,1.88,41.62363598
2.63,1.89,41.11895654
2.63,1.9,40.61900648
2.63,1.91,40.1237784
2.63,1.92,39.63326324
2.63,1.93,39.14744523
2.63,1.94,38.66630721
2.63,1.95,38.18982621
2.63,1.96,37.71797663
2.63,1.97,37.25072524
2.63,1.98,36.78803286
2.63,1.99,36.32985106
2.63,2,35.87612154
2.63,2.01,35.42677546
2.63,2.02,34.98173163
2.63,2.03,34.54090986
2.63,2.04,34.10423931
2.63,2.05,33.67168763
2.63,2.06,33.24538452
2.63,2.07,32.82697117
2.63,2.08,32.41272315
2.63,2.09,32.00264269
2.63,2.1,31.59673214
2.63,2.11,31.19498488
2.63,2.12,30.79739542
2.63,2.13,30.40395177
2.63,2.14,30.01464159
2.63,2.15,29.62944853
2.63,2.16,29.24835585
2.63,2.17,28.87134554
2.63,2.18,28.49839613
2.63,2.19,28.12948612
2.63,2.2,27.7645928
2.63,2.21,27.4036928
2.63,2.22,27.0467615
2.63,2.23,26.69377307
2.63,2.24,26.34470299
2.63,2.25,25.99952316
2.63,2.26,25.65820659
2.63,2.27,25.3207253
2.63,2.28,24.9870534
2.63,2.29,24.65716065
2.63,2.3,24.33101989
2.63,2.31,24.00859969
2.63,2.32,23.68987449
2.63,2.33,23.37481234
2.63,2.34,23.06338524
2.63,2.35,22.75556113
2.63,2.36,22.45131339
2.63,2.37,22.15061006
2.63,2.38,21.85342251
2.63,2.39,21.55972146
2.63,2.4,21.26947392
2.63,2.41,20.9826528
2.63,2.42,20.69922858
2.63,2.43,20.41916851
2.63,2.44,20.14244573
2.63,2.45,19.86902993
2.63,2.46,19.59893239
2.63,2.47,19.33279003
2.63,2.48,19.06985871
2.63,2.49,18.81010741
2.63,2.5,18.55351151
2.63,2.51,18.30004002
2.63,2.52,18.0496664
2.63,2.53,17.80236502
2.63,2.54,17.55810752
2.63,2.55,17.31686865
2.63,2.56,17.07861921
2.63,2.57,16.84332849
2.63,2.58,16.61096021
2.63,2.59,16.38146655
2.63,2.6,16.15478038
2.63,2.61,15.93080568
2.63,2.62,15.70938244
2.64,0.01,15.55203241
2.64,0.02,15.7723488
2.64,0.03,15.99543895
2.64,0.04,16.22133707
2.64,0.05,16.45007527
2.64,0.06,16.68168446
2.64,0.07,16.91619491
2.64,0.08,17.15363663
2.64,0.09,17.39403953
2.64,0.1,17.63743358
2.64,0.11,17.88384883
2.64,0.12,18.13331548
2.64,0.13,18.38586388
2.64,0.14,18.64152455
2.64,0.15,18.90130706
2.64,0.16,19.16433349
2.64,0.17,19.43057751
2.64,0.18,19.70007034
2.64,0.19,19.97284334
2.64,0.2,20.248928
2.64,0.21,20.52835595
2.64,0.22,20.81115894
2.64,0.23,21.09736881
2.64,0.24,21.38701755
2.64,0.25,21.68013722
2.64,0.26,21.97675999
2.64,0.27,22.27691814
2.64,0.28,22.58064399
2.64,0.29,22.88797
2.64,0.3,23.19892865
2.64,0.31,23.51355252
2.64,0.32,23.83187424
2.64,0.33,24.15392651
2.64,0.34,24.47974205
2.64,0.35,24.80935364
2.64,0.36,25.14279409
2.64,0.37,25.48009623
2.64,0.38,25.82129292
2.64,0.39,26.16641701
2.64,0.4,26.51550135
2.64,0.41,26.8685788
2.64,0.42,27.22568218
2.64,0.43,27.5868443
2.64,0.44,27.95256592
2.64,0.45,28.32340497
2.64,0.46,28.69841641
2.64,0.47,29.07763282
2.64,0.48,29.46108669
2.64,0.49,29.8488104
2.64,0.5,30.24083614
2.64,0.51,30.637196
2.64,0.52,31.03792184
2.64,0.53,31.44304534
2.64,0.54,31.85259791
2.64,0.55,32.2666107
2.64,0.56,32.68511456
2.64,0.57,33.10813997
2.64,0.58,33.53571699
2.64,0.59,33.96787521
2.64,0.6,34.40464369
2.64,0.61,34.8460508
2.64,0.62,35.29212418
2.64,0.63,35.74289054
2.64,0.64,36.1983755
2.64,0.65,36.65860332
2.64,0.66,37.12359658
2.64,0.67,37.59337576
2.64,0.68,38.06795861
2.64,0.69,38.54735932
2.64,0.7,39.03158729
2.64,0.71,39.52064533
2.64,0.72,40.01452688
2.64,0.73,40.51321161
2.64,0.74,41.01665812
2.64,0.75,41.52479109
2.64,0.76,42.03747711
2.64,0.77,42.55456679
2.64,0.78,43.07651858
2.64,0.79,43.60085296
2.64,0.8,44.12426127
2.64,0.81,44.63341873
2.64,0.82,45.09636452
2.64,0.83,45.64919388
2.64,0.84,46.20720299
2.64,0.85,46.77038306
2.64,0.86,47.33871598
2.64,0.87,47.91217225
2.64,0.88,48.49070875
2.64,0.89,49.07426628
2.64,0.9,49.66276674
2.64,0.91,50.25610912
2.64,0.92,50.85416298
2.64,0.93,51.45675736
2.64,0.94,52.06366217
2.64,0.95,52.6745579
2.64,0.96,53.28898566
2.64,0.97,53.90626219
2.64,0.98,54.52532718
2.64,0.99,55.14445041
2.64,1,55.76062175
2.64,1.01,56.36815958
2.64,1.02,56.95551072
2.64,1.03,57.52530646
2.64,1.04,57.98628328
2.64,1.05,58.08642569
2.64,1.06,57.07771113
2.64,1.07,55.65461965
2.64,1.08,54.15374691
2.64,1.09,52.60705544
2.64,1.1,51.03580581
2.64,1.11,49.44954871
2.64,1.12,47.8531099
2.64,1.13,46.24924357
2.64,1.14,44.6396663
2.64,1.15,43.02552259
2.64,1.16,41.4076172
2.64,1.17,39.78653924
2.64,1.18,38.16273843
2.64,1.19,36.53656514
2.64,1.2,34.90830065
2.64,1.21,33.27817473
2.64,1.22,31.64637957
2.64,1.23,30.01307845
2.64,1.24,28.37841889
2.64,1.25,26.7425484
2.64,1.26,25.10564611
2.64,1.27,23.47269875
2.64,1.28,21.83971532
2.64,1.29,20.20704402
2.64,1.3,18.57607392
2.64,1.31,16.94977402
2.64,1.32,15.33445194
2.64,1.33,16.95064538
2.64,1.34,18.5791989
2.64,1.35,20.21346398
2.64,1.36,21.85025582
2.64,1.37,23.48802423
2.64,1.38,25.13046787
2.64,1.39,26.77445223
2.64,1.4,28.41798202
2.64,1.41,30.06084768
2.64,1.42,31.70289047
2.64,1.43,33.34396957
2.64,1.44,34.98394434
2.64,1.45,36.62266281
2.64,1.46,38.26304015
2.64,1.47,39.90343971
2.64,1.48,41.54153383
2.64,1.49,43.17687171
2.64,1.5,44.80883214
2.64,1.51,46.43651471
2.64,1.52,48.05853345
2.64,1.53,49.67258886
2.64,1.54,51.27446519
2.64,1.55,52.85524685
2.64,1.56,54.41438076
2.64,1.57,55.89463395
2.64,1.58,57.16261971
2.64,1.59,57.63376809
2.64,1.6,57.3262699
2.64,1.61,56.84309194
2.64,1.62,56.31521977
2.64,1.63,55.75672856
2.64,1.64,55.18071582
2.64,1.65,54.59544717
2.64,1.66,54.01358972
2.64,1.67,53.42929346
2.64,1.68,52.84358799
2.64,1.69,52.25801308
2.64,1.7,51.67366138
2.64,1.71,51.09133157
2.64,1.72,50.51162049
2.64,1.73,49.93498312
2.64,1.74,49.36177257
2.64,1.75,48.79226504
2.64,1.76,48.22668034
2.64,1.77,47.66519302
2.64,1.78,47.10794419
2.64,1.79,46.55504694
2.64,1.8,46.00659282
2.64,1.81,45.46265533
2.64,1.82,44.92329389
2.64,1.83,44.38855472
2.64,1.84,43.85847508
2.64,1.85,43.33308273
2.64,1.86,42.81239869
2.64,1.87,42.29643652
2.64,1.88,41.78520582
2.64,1.89,41.27871018
2.64,1.9,40.77694797
2.64,1.91,40.27991527
2.64,1.92,39.78760301
2.64,1.93,39.29999992
2.64,1.94,38.81708775
2.64,1.95,38.33884899
2.64,1.96,37.86525752
2.64,1.97,37.39628396
2.64,1.98,36.93189325
2.64,1.99,36.47204398
2.64,2,36.01668096
2.64,2.01,35.56574438
2.64,2.02,35.11915839
2.64,2.03,34.67684192
2.64,2.04,34.23871611
2.64,2.05,33.80472881
2.64,2.06,33.37485893
2.64,2.07,32.95333387
2.64,2.08,32.53769141
2.64,2.09,32.12620764
2.64,2.1,31.7188853
2.64,2.11,31.31572287
2.64,2.12,30.91671492
2.64,2.13,30.52185376
2.64,2.14,30.13112819
2.64,2.15,29.74452218
2.64,2.16,29.36202298
2.64,2.17,28.98360952
2.64,2.18,28.60926569
2.64,2.19,28.23896764
2.64,2.2,27.87269596
2.64,2.21,27.51042632
2.64,2.22,27.15213469
2.64,2.23,26.79779591
2.64,2.24,26.44738545
2.64,2.25,26.10087481
2.64,2.26,25.75824021
2.64,2.27,25.4194525
2.64,2.28,25.08448505
2.64,2.29,24.75330832
2.64,2.3,24.42589397
2.64,2.31,24.10221524
2.64,2.32,23.78224057
2.64,2.33,23.46594204
2.64,2.34,23.15328869
2.64,2.35,22.84425387
2.64,2.36,22.53880545
2.64,2.37,22.23691517
2.64,2.38,21.93855225
2.64,2.39,21.64368581
2.64,2.4,21.35228692
2.64,2.41,21.06432731
2.64,2.42,20.77977259
2.64,2.43,20.49859815
2.64,2.44,20.22077046
2.64,2.45,19.94675058
2.64,2.46,19.6762832
2.64,2.47,19.40906521
2.64,2.48,19.1450694
2.64,2.49,18.88426603
2.64,2.5,18.62662758
2.64,2.51,18.37212231
2.64,2.52,18.12072684
2.64,2.53,17.87240984
2.64,2.54,17.62714605
2.64,2.55,17.38490945
2.64,2.56,17.14567257
2.64,2.57,16.90940747
2.64,2.58,16.67608339
2.64,2.59,16.44566416
2.64,2.6,16.21810055
2.64,2.61,15.99332921
2.64,2.62,15.77124947
2.64,2.63,15.55170667
2.65,0.01,15.39532246
2.65,0.02,15.61376482
2.65,0.03,15.83496324
2.65,0.04,16.05895187
2.65,0.05,16.28576275
2.65,0.06,16.51542674
2.65,0.07,16.74797406
2.65,0.08,16.98343468
2.65,0.09,17.22183847
2.65,0.1,17.46321535
2.65,0.11,17.70759534
2.65,0.12,17.95500862
2.65,0.13,18.2054855
2.65,0.14,18.45905648
2.65,0.15,18.7157522
2.65,0.16,18.97569338
2.65,0.17,19.23978015
2.65,0.18,19.50709737
2.65,0.19,19.77767641
2.65,0.2,20.05154876
2.65,0.21,20.32874604
2.65,0.22,20.60930002
2.65,0.23,20.89324256
2.65,0.24,21.18060566
2.65,0.25,21.47142141
2.65,0.26,21.76572201
2.65,0.27,22.06353977
2.65,0.28,22.36490705
2.65,0.29,22.66985636
2.65,0.3,22.97842023
2.65,0.31,23.2906313
2.65,0.32,23.60652227
2.65,0.33,23.92612588
2.65,0.34,24.24947497
2.65,0.35,24.57660237
2.65,0.36,24.907541
2.65,0.37,25.24232378
2.65,0.38,25.58098367
2.65,0.39,25.92355363
2.65,0.4,26.27006665
2.65,0.41,26.62055569
2.65,0.42,26.97505372
2.65,0.43,27.33359367
2.65,0.44,27.69620847
2.65,0.45,28.06293096
2.65,0.46,28.43439945
2.65,0.47,28.81091139
2.65,0.48,29.19164472
2.65,0.49,29.57663202
2.65,0.5,29.96590572
2.65,0.51,30.3594981
2.65,0.52,30.75744128
2.65,0.53,31.15976718
2.65,0.54,31.56650748
2.65,0.55,31.97769361
2.65,0.56,32.39335672
2.65,0.57,32.81352759
2.65,0.58,33.23823663
2.65,0.59,33.66751379
2.65,0.6,34.10138851
2.65,0.61,34.53988958
2.65,0.62,34.9830451
2.65,0.63,35.43088228
2.65,0.64,35.8834273
2.65,0.65,36.34070504
2.65,0.66,36.80273882
2.65,0.67,37.26954996
2.65,0.68,37.74115725
2.65,0.69,38.21757614
2.65,0.7,38.69881764
2.65,0.71,39.18488671
2.65,0.72,39.67577972
2.65,0.73,40.17148061
2.65,0.74,40.67195448
2.65,0.75,41.1771365
2.65,0.76,41.68691158
2.65,0.77,42.20107349
2.65,0.78,42.71923336
2.65,0.79,43.24057897
2.65,0.8,43.76305923
2.65,0.81,44.27885116
2.65,0.82,44.72443804
2.65,0.83,45.27421404
2.65,0.84,45.82917553
2.65,0.85,46.38931689
2.65,0.86,46.95462396
2.65,0.87,47.52507208
2.65,0.88,48.10062397
2.65,0.89,48.68122745
2.65,0.9,49.26681287
2.65,0.91,49.85728979
2.65,0.92,50.45254166
2.65,0.93,51.05241695
2.65,0.94,51.65671415
2.65,0.95,52.26515734
2.65,0.96,52.87735636
2.65,0.97,53.49274043
2.65,0.98,54.11044228
2.65,0.99,54.72908338
2.65,1,55.34634608
2.65,1.01,55.95804096
2.65,1.02,56.55583562
2.65,1.03,57.1408279
2.65,1.04,57.66831005
2.65,1.05,58.02346464
2.65,1.06,57.56351768
2.65,1.07,56.26243908
2.65,1.08,54.78298237
2.65,1.09,53.25492892
2.65,1.1,51.69341227
2.65,1.11,50.11284012
2.65,1.12,48.5199418
2.65,1.13,46.91835417
2.65,1.14,45.310254
2.65,1.15,43.69704702
2.65,1.16,42.07969669
2.65,1.17,40.45889508
2.65,1.18,38.83515866
2.65,1.19,37.20888599
2.65,1.2,35.58039223
2.65,1.21,33.94993157
2.65,1.22,32.31771471
2.65,1.23,30.68391714
2.65,1.24,29.04869441
2.65,1.25,27.41219037
2.65,1.26,25.77456401
2.65,1.27,24.1405077
2.65,1.28,22.5064013
2.65,1.29,20.87223353
2.65,1.3,19.23897294
2.65,1.31,17.60867723
2.65,1.32,15.98572737
2.65,1.33,15.98596486
2.65,1.34,17.61056916
2.65,1.35,19.24372388
2.65,1.36,20.88077178
2.65,1.37,22.51946777
2.65,1.38,24.15870615
2.65,1.39,25.80325933
2.65,1.4,27.44834012
2.65,1.41,29.09286233
2.65,1.42,30.73664715
2.65,1.43,32.37954789
2.65,1.44,34.02142576
2.65,1.45,35.66213582
2.65,1.46,37.30151649
2.65,1.47,38.94165298
2.65,1.48,40.58224902
2.65,1.49,42.22032693
2.65,1.5,43.85535336
2.65,1.51,45.48657422
2.65,1.52,47.11286368
2.65,1.53,48.73242573
2.65,1.54,50.3421399
2.65,1.55,51.93590537
2.65,1.56,53.51093704
2.65,1.57,55.04509775
2.65,1.58,56.4559399
2.65,1.59,57.43976153
2.65,1.6,57.40563307
2.65,1.61,56.99124367
2.65,1.62,56.47568511
2.65,1.63,55.93290706
2.65,1.64,55.36546804
2.65,1.65,54.78505574
2.65,1.66,54.19785684
2.65,1.67,53.61568709
2.65,1.68,53.03124392
2.65,1.69,52.44616698
2.65,1.7,51.86176477
2.65,1.71,51.27898013
2.65,1.72,50.69851051
2.65,1.73,50.12088228
2.65,1.74,49.54650053
2.65,1.75,48.9756809
2.65,1.76,48.40867202
2.65,1.77,47.8456729
2.65,1.78,47.2868413
2.65,1.79,46.73230541
2.65,1.8,46.18216815
2.65,1.81,45.63651239
2.65,1.82,45.09540526
2.65,1.83,44.55889963
2.65,1.84,44.02703791
2.65,1.85,43.49985207
2.65,1.86,42.97736677
2.65,1.87,42.4596001
2.65,1.88,41.94656287
2.65,1.89,41.43826197
2.65,1.9,40.93469836
2.65,1.91,40.43586949
2.65,1.92,39.94176957
2.65,1.93,39.45238618
2.65,1.94,38.96770665
2.65,1.95,38.48771278
2.65,1.96,38.01238241
2.65,1.97,37.54168817
2.65,1.98,37.07559762
2.65,1.99,36.61407448
2.65,2,36.15706989
2.65,2.01,35.70452798
2.65,2.02,35.25638075
2.65,2.03,34.81255384
2.65,2.04,34.3729636
2.65,2.05,33.93753875
2.65,2.06,33.50624059
2.65,2.07,33.07939808
2.65,2.08,32.6623897
2.65,2.09,32.24952464
2.65,2.1,31.84081111
2.65,2.11,31.43625072
2.65,2.12,31.03584174
2.65,2.13,30.63957655
2.65,2.14,30.2474471
2.65,2.15,29.85944072
2.65,2.16,29.47554398
2.65,2.17,29.0957383
2.65,2.18,28.7200076
2.65,2.19,28.34833111
2.65,2.2,27.98068671
2.65,2.21,27.61705273
2.65,2.22,27.25740669
2.65,2.23,26.90172236
2.65,2.24,26.54997591
2.65,2.25,26.20214202
2.65,2.26,25.85819228
2.65,2.27,25.5181021
2.65,2.28,25.18184127
2.65,2.29,24.84938423
2.65,2.3,24.52070151
2.65,2.31,24.19576342
2.65,2.32,23.87454296
2.65,2.33,23.55701062
2.65,2.34,23.24313681
2.65,2.35,22.93289226
2.65,2.36,22.62624464
2.65,2.37,22.32316834
2.65,2.38,22.02363081
2.65,2.39,21.72760292
2.65,2.4,21.43505507
2.65,2.41,21.14595596
2.65,2.42,20.86027749
2.65,2.43,20.5781728
2.65,2.44,20.30000586
2.65,2.45,20.02516133
2.65,2.46,19.75360806
2.65,2.47,19.48531825
2.65,2.48,19.22026168
2.65,2.49,18.95840755
2.65,2.5,18.69972771
2.65,2.51,18.44419357
2.65,2.52,18.19177597
2.65,2.53,17.94244811
2.65,2.54,17.69618203
2.65,2.55,17.4529514
2.65,2.56,17.21272941
2.65,2.57,16.97548972
2.65,2.58,16.74120254
2.65,2.59,16.50983875
2.65,2.6,16.28136072
2.65,2.61,16.05572299
2.65,2.62,15.83285763
2.65,2.63,15.61266786
2.65,2.64,15.39499601
2.66,0.01,15.23958489
2.66,0.02,15.45615984
2.66,0.03,15.67547309
2.66,0.04,15.89755873
2.66,0.05,16.12244874
2.66,0.06,16.3501739
2.66,0.07,16.58076441
2.66,0.08,16.81425016
2.66,0.09,17.05066098
2.66,0.1,17.29002676
2.66,0.11,17.53237747
2.66,0.12,17.77774326
2.66,0.13,18.02615442
2.66,0.14,18.2776414
2.66,0.15,18.53223483
2.66,0.16,18.7899655
2.66,0.17,19.05086435
2.66,0.18,19.31520548
2.66,0.19,19.58359582
2.66,0.2,19.85526098
2.66,0.21,20.1302326
2.66,0.22,20.40854244
2.66,0.23,20.69022237
2.66,0.24,20.9753044
2.66,0.25,21.26382065
2.66,0.26,21.55580334
2.66,0.27,21.8512848
2.66,0.28,22.15029745
2.66,0.29,22.4528738
2.66,0.3,22.75904647
2.66,0.31,23.06884812
2.66,0.32,23.38231151
2.66,0.33,23.69946947
2.66,0.34,24.02035487
2.66,0.35,24.34500066
2.66,0.36,24.67343981
2.66,0.37,25.00570534
2.66,0.38,25.3418303
2.66,0.39,25.68184778
2.66,0.4,26.02579085
2.66,0.41,26.37369262
2.66,0.42,26.72558616
2.66,0.43,27.08150456
2.66,0.44,27.44148086
2.66,0.45,27.80554808
2.66,0.46,28.17373919
2.66,0.47,28.54608709
